Destination,State,Terrain,Remoteness_1to5,Area_Risk_Level,Num_People,Time_of_Visit,Mode_of_Travel,Age,Gender,Purpose,Inside_Restricted_Zone,Weather,Connectivity,Distance_to_Safe_Zone_km,Distance_to_High_Risk_Zone_km,Risk_Score,Safety_Score
Aizawl,Mizoram,City,1,Low,5,Day,Cab,18-25,Male,Pilgrimage,0,Clear,Good,2.38,2.52,0.121,Low
Cherrapunji,Meghalaya,Plateau,3,Medium,4,Day,Cab,36-45,Female,Trekking,0,Clear,Moderate,4.56,1.57,0.452,Medium
Imphal,Manipur,City,1,Low,5,Day,Bus,36-45,Female,Trekking,0,Clear,Good,0.71,0.83,0.134,Low
Cherrapunji,Meghalaya,Plateau,3,Medium,4,Day,Bus,36-45,Male,Pilgrimage,0,Clear,Moderate,4.54,1.79,0.401,Medium
Cherrapunji,Meghalaya,Plateau,3,Medium,3,Night,Bus,46+,Female,Trekking,0,Clear,Moderate,5.81,1.31,0.658,High
Sandakphu,West Bengal,Trek Peak,4,High,5,Day,Bus,46+,Female,Pilgrimage,0,Clear,Poor,10.57,0.41,0.636,High
Nathula Pass,Sikkim,High Pass,5,High,4,Day,Bus,26-35,Female,Pilgrimage,0,Rain,Poor,10.76,0.61,0.762,Extreme
Darjeeling,West Bengal,Hill Town,2,Low,5,Day,Bus,26-35,Female,Sightseeing,0,Rain,Good,0.58,1.16,0.188,Low
Kamakhya Temple,Assam,Temple,1,Low,5,Night,Bus,26-35,Male,Night Stay,0,Rain,Good,2.46,2.53,0.45,Medium
Gangtok,Sikkim,City,1,Low,3,Night,Cab,26-35,Female,Night Stay,0,Clear,Good,2.38,1.53,0.418,Medium
Shillong,Meghalaya,Hill City,2,Low,5,Night,Cab,26-35,Male,Trekking,0,Clear,Good,1.72,1.94,0.405,Medium
Darjeeling,West Bengal,Hill Town,2,Low,4,Day,Cab,18-25,Male,Pilgrimage,0,Clear,Good,2.88,1.32,0.189,Low
Majuli Island,Assam,Island,3,Medium,5,Day,Cab,46+,Female,Sightseeing,0,Clear,Moderate,3.98,0.94,0.371,Medium
Shillong,Meghalaya,Hill City,2,Low,1,Day,Cab,46+,Female,Sightseeing,1,Clear,Good,2.82,0.89,0.473,Medium
Tripura Sundari Temple,Tripura,Temple,1,Low,3,Night,Trekking,26-35,Male,Night Stay,0,Clear,Good,1.4,0.71,0.52,High
Manas National Park,Assam,Wildlife,4,High,4,Day,Bus,46+,Female,Trekking,1,Clear,Poor,5.55,0.93,0.895,Extreme
Kaziranga National Park,Assam,Wildlife,4,High,5,Day,Bus,36-45,Male,Pilgrimage,1,Clear,Poor,10.64,0.24,0.838,Extreme
Aizawl,Mizoram,City,1,Low,4,Day,Cab,26-35,Male,Sightseeing,0,Clear,Good,2.31,2.07,0.149,Low
Darjeeling,West Bengal,Hill Town,2,Low,2,Day,Bike,26-35,Male,Sightseeing,0,Clear,Good,1.57,2.48,0.318,Medium
Sela Pass,Arunachal Pradesh,High Pass,5,High,3,Night,Bus,36-45,Male,Night Stay,0,Rain,Poor,7.07,0.18,1,Extreme
Sandakphu,West Bengal,Trek Peak,4,High,4,Day,Bus,46+,Male,Trekking,0,Clear,Poor,11.91,1.41,0.748,High
Tripura Sundari Temple,Tripura,Temple,1,Low,5,Day,Bus,36-45,Male,Pilgrimage,0,Clear,Good,1.16,0.6,0.103,Low
Nathula Pass,Sikkim,High Pass,5,High,2,Day,Bus,46+,Female,Pilgrimage,1,Clear,Poor,7.17,0.82,0.926,Extreme
Kohima,Nagaland,City,1,Low,5,Night,Cab,46+,Male,Night Stay,0,Clear,Good,0.72,1.59,0.374,Medium
Nathula Pass,Sikkim,High Pass,5,High,5,Day,Bus,26-35,Male,Sightseeing,0,Rain,Poor,8.66,1.2,0.742,High
Shillong,Meghalaya,Hill City,2,Low,4,Day,Bus,36-45,Male,Sightseeing,0,Clear,Good,2.94,2.07,0.166,Low
Manas National Park,Assam,Wildlife,4,High,3,Night,Trekking,46+,Male,Night Stay,0,Clear,Poor,5.81,1.14,1,Extreme
Kaziranga National Park,Assam,Wildlife,4,High,4,Night,Bus,26-35,Male,Pilgrimage,0,Rain,Poor,5.25,1.22,0.935,Extreme
Sela Pass,Arunachal Pradesh,High Pass,5,High,5,Day,Cab,36-45,Male,Pilgrimage,0,Clear,Poor,5.84,1.04,0.669,High
Manas National Park,Assam,Wildlife,4,High,5,Day,Bus,46+,Male,Pilgrimage,1,Clear,Poor,8.2,0.62,0.849,Extreme
Sela Pass,Arunachal Pradesh,High Pass,5,High,5,Day,Cab,46+,Female,Pilgrimage,0,Fog,Poor,10.57,0.31,0.737,High
Imphal,Manipur,City,1,Low,5,Day,Cab,18-25,Female,Sightseeing,0,Clear,Good,1.01,2.96,0.153,Low
Shillong,Meghalaya,Hill City,2,Low,5,Night,Bus,36-45,Male,Sightseeing,0,Clear,Good,1.43,2.94,0.33,Medium
Shillong,Meghalaya,Hill City,2,Low,4,Night,Bus,46+,Male,Sightseeing,0,Rain,Good,1.29,2.5,0.451,Medium
Kohima,Nagaland,City,1,Low,2,Day,Bus,46+,Female,Trekking,0,Clear,Good,0.89,0.91,0.19,Low
Imphal,Manipur,City,1,Low,4,Night,Bus,26-35,Female,Night Stay,0,Clear,Good,1.26,2.26,0.368,Medium
Kohima,Nagaland,City,1,Low,5,Day,Bus,26-35,Male,Trekking,0,Fog,Good,2.55,0.93,0.226,Low
Sela Pass,Arunachal Pradesh,High Pass,5,High,5,Day,Bus,18-25,Female,Sightseeing,0,Rain,Poor,11.88,0.28,0.757,Extreme
Majuli Island,Assam,Island,3,Medium,5,Day,Cab,36-45,Male,Sightseeing,0,Rain,Moderate,2.37,2.15,0.438,Medium
Darjeeling,West Bengal,Hill Town,2,Low,5,Day,Bus,18-25,Male,Pilgrimage,0,Clear,Good,0.93,1.04,0.116,Low
Shillong,Meghalaya,Hill City,2,Low,4,Night,Bus,18-25,Male,Night Stay,0,Clear,Good,1.46,1.55,0.415,Medium
Sela Pass,Arunachal Pradesh,High Pass,5,High,4,Night,Bus,18-25,Female,Night Stay,0,Clear,Poor,7.25,0.48,0.935,Extreme
Kaziranga National Park,Assam,Wildlife,4,High,4,Day,Cab,36-45,Male,Pilgrimage,0,Clear,Poor,5.7,1.02,0.681,High
Manas National Park,Assam,Wildlife,4,High,5,Night,Bus,26-35,Female,Night Stay,1,Clear,Poor,7.23,1.13,1,Extreme
Imphal,Manipur,City,1,Low,4,Day,Bus,26-35,Male,Pilgrimage,0,Clear,Good,2,0.55,0.109,Low
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,5,Night,Bus,26-35,Female,Trekking,1,Rain,Good,1.97,2.79,0.692,High
Imphal,Manipur,City,1,Low,5,Day,Bus,18-25,Female,Pilgrimage,0,Clear,Good,2.33,1.59,0.107,Low
Kohima,Nagaland,City,1,Low,5,Night,Bus,26-35,Female,Trekking,0,Clear,Good,1.24,0.94,0.354,Medium
Aizawl,Mizoram,City,1,Low,5,Night,Bus,18-25,Male,Night Stay,0,Rain,Good,2.84,0.85,0.422,Medium
Kohima,Nagaland,City,1,Low,4,Night,Bus,26-35,Male,Night Stay,0,Clear,Good,1.14,0.77,0.359,Medium
Tripura Sundari Temple,Tripura,Temple,1,Low,5,Day,Bus,26-35,Female,Pilgrimage,0,Rain,Good,2.47,1.95,0.181,Low
Darjeeling,West Bengal,Hill Town,2,Low,1,Night,Trekking,18-25,Male,Night Stay,0,Clear,Good,2.72,0.9,0.87,Extreme
Majuli Island,Assam,Island,3,Medium,4,Day,Cab,36-45,Female,Sightseeing,0,Fog,Moderate,2.21,0.96,0.437,Medium
Gangtok,Sikkim,City,1,Low,2,Day,Bike,36-45,Female,Trekking,0,Clear,Good,1.4,1.57,0.329,Medium
Sandakphu,West Bengal,Trek Peak,4,High,3,Day,Cab,26-35,Male,Sightseeing,0,Clear,Poor,5.81,1.2,0.717,High
Gangtok,Sikkim,City,1,Low,4,Day,Bus,18-25,Female,Trekking,1,Rain,Good,1.6,1.16,0.452,Medium
Shillong,Meghalaya,Hill City,2,Low,5,Night,Cab,18-25,Male,Night Stay,0,Clear,Good,0.65,1.47,0.417,Medium
Sandakphu,West Bengal,Trek Peak,4,High,2,Night,Cab,26-35,Female,Night Stay,0,Clear,Poor,11.3,1.22,0.984,Extreme
Kamakhya Temple,Assam,Temple,1,Low,5,Night,Bus,46+,Male,Trekking,0,Fog,Good,2.97,1.59,0.426,Medium
Gangtok,Sikkim,City,1,Low,4,Day,Bus,36-45,Male,Sightseeing,0,Rain,Good,1.65,2.68,0.22,Low
Tripura Sundari Temple,Tripura,Temple,1,Low,3,Day,Bike,18-25,Female,Trekking,0,Clear,Good,2.81,1.91,0.325,Medium
Imphal,Manipur,City,1,Low,5,Day,Bus,46+,Female,Pilgrimage,0,Clear,Good,1.51,2.05,0.104,Low
Aizawl,Mizoram,City,1,Low,5,Night,Cab,36-45,Male,Sightseeing,1,Clear,Good,2.54,1.26,0.525,High
Kamakhya Temple,Assam,Temple,1,Low,5,Night,Cab,26-35,Male,Night Stay,0,Clear,Good,1.54,2.11,0.367,Medium
Tripura Sundari Temple,Tripura,Temple,1,Low,4,Day,Bus,46+,Female,Sightseeing,0,Rain,Good,0.84,2.63,0.192,Low
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,1,Day,Trekking,26-35,Male,Trekking,0,Clear,Good,1.42,1.66,0.421,Medium
Kaziranga National Park,Assam,Wildlife,4,High,5,Day,Cab,26-35,Female,Pilgrimage,0,Rain,Poor,7.45,0.33,0.741,High
Majuli Island,Assam,Island,3,Medium,2,Night,Bus,36-45,Male,Pilgrimage,0,Clear,Moderate,4.59,1.76,0.607,High
Kaziranga National Park,Assam,Wildlife,4,High,5,Day,Bus,18-25,Female,Trekking,1,Fog,Poor,10.64,0.53,0.964,Extreme
Tripura Sundari Temple,Tripura,Temple,1,Low,3,Day,Bus,46+,Female,Pilgrimage,0,Clear,Good,1.49,0.76,0.152,Low
Imphal,Manipur,City,1,Low,4,Day,Bus,36-45,Female,Sightseeing,0,Fog,Good,1.19,2.14,0.193,Low
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,5,Day,Cab,26-35,Male,Sightseeing,0,Clear,Good,2.2,2.3,0.184,Low
Gangtok,Sikkim,City,1,Low,5,Day,Cab,46+,Female,Pilgrimage,0,Clear,Good,1.36,2.28,0.135,Low
Sandakphu,West Bengal,Trek Peak,4,High,5,Night,Bus,36-45,Female,Trekking,1,Rain,Poor,5.9,0.46,1,Extreme
Cherrapunji,Meghalaya,Plateau,3,Medium,4,Day,Bus,36-45,Male,Trekking,0,Clear,Moderate,3.33,0.8,0.429,Medium
Sandakphu,West Bengal,Trek Peak,4,High,5,Day,Cab,18-25,Male,Pilgrimage,0,Rain,Poor,7.09,0.18,0.713,High
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,3,Night,Bus,36-45,Female,Pilgrimage,0,Clear,Good,1.72,2.08,0.395,Medium
Kaziranga National Park,Assam,Wildlife,4,High,5,Day,Cab,46+,Female,Trekking,0,Clear,Poor,10.34,0.22,0.719,High
Aizawl,Mizoram,City,1,Low,1,Day,Bike,46+,Female,Pilgrimage,0,Clear,Good,2.73,2.39,0.318,Medium
Kaziranga National Park,Assam,Wildlife,4,High,3,Day,Trekking,26-35,Male,Night Stay,1,Clear,Poor,10.77,0.52,1,Extreme
Kohima,Nagaland,City,1,Low,5,Night,Cab,46+,Male,Night Stay,0,Clear,Good,2.77,2.53,0.378,Medium
Shillong,Meghalaya,Hill City,2,Low,2,Day,Cab,26-35,Male,Trekking,0,Clear,Good,2.1,2.43,0.269,Medium
Manas National Park,Assam,Wildlife,4,High,5,Day,Bus,18-25,Male,Sightseeing,0,Clear,Poor,8.32,0.31,0.64,High
Nathula Pass,Sikkim,High Pass,5,High,5,Night,Bus,46+,Male,Night Stay,0,Clear,Poor,8.58,0.96,0.934,Extreme
Sandakphu,West Bengal,Trek Peak,4,High,5,Night,Bus,26-35,Male,Night Stay,0,Fog,Poor,6.12,0.87,0.947,Extreme
Sandakphu,West Bengal,Trek Peak,4,High,1,Day,Trekking,36-45,Male,Sightseeing,0,Rain,Poor,8.46,1.43,0.93,Extreme
Kamakhya Temple,Assam,Temple,1,Low,5,Day,Bus,36-45,Male,Pilgrimage,0,Clear,Good,0.94,0.6,0.103,Low
Kohima,Nagaland,City,1,Low,5,Night,Bus,46+,Male,Sightseeing,0,Rain,Good,2.12,1.32,0.402,Medium
Gangtok,Sikkim,City,1,Low,3,Night,Bike,18-25,Female,Night Stay,0,Rain,Good,1.46,2.63,0.62,High
Cherrapunji,Meghalaya,Plateau,3,Medium,5,Day,Bus,18-25,Male,Sightseeing,0,Clear,Moderate,3.93,1.51,0.359,Medium
Imphal,Manipur,City,1,Low,5,Day,Bus,18-25,Male,Pilgrimage,1,Rain,Good,1.15,1.29,0.386,Medium
Sela Pass,Arunachal Pradesh,High Pass,5,High,5,Day,Bus,36-45,Male,Pilgrimage,0,Clear,Poor,7.69,1.27,0.691,High
Manas National Park,Assam,Wildlife,4,High,5,Night,Bus,18-25,Male,Pilgrimage,0,Clear,Poor,6.69,1.46,0.827,Extreme
Aizawl,Mizoram,City,1,Low,4,Day,Bus,46+,Male,Sightseeing,0,Clear,Good,1.62,0.8,0.122,Low
Kamakhya Temple,Assam,Temple,1,Low,4,Day,Bus,46+,Female,Sightseeing,0,Clear,Good,2.05,1.26,0.111,Low
Darjeeling,West Bengal,Hill Town,2,Low,5,Day,Bus,36-45,Female,Sightseeing,0,Clear,Good,2,2.29,0.141,Low
Kamakhya Temple,Assam,Temple,1,Low,4,Night,Cab,26-35,Male,Night Stay,0,Rain,Good,1.43,0.77,0.465,Medium
Tripura Sundari Temple,Tripura,Temple,1,Low,3,Night,Trekking,18-25,Female,Trekking,0,Clear,Good,2.45,2.29,0.532,High
Kamakhya Temple,Assam,Temple,1,Low,5,Day,Cab,46+,Female,Trekking,0,Fog,Good,1.58,1.96,0.249,Low
Cherrapunji,Meghalaya,Plateau,3,Medium,4,Day,Cab,26-35,Male,Sightseeing,0,Fog,Moderate,3.54,2.45,0.473,Medium
Gangtok,Sikkim,City,1,Low,4,Day,Bus,46+,Female,Night Stay,0,Rain,Good,2.37,1.25,0.269,Medium
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,5,Night,Bus,26-35,Male,Night Stay,0,Clear,Good,2.94,0.94,0.39,Medium
Kamakhya Temple,Assam,Temple,1,Low,5,Night,Bus,36-45,Female,Pilgrimage,0,Clear,Good,1.56,0.53,0.288,Medium
Manas National Park,Assam,Wildlife,4,High,5,Day,Bus,18-25,Male,Night Stay,1,Clear,Poor,10.88,1.07,0.915,Extreme
Manas National Park,Assam,Wildlife,4,High,5,Day,Bus,36-45,Female,Sightseeing,1,Clear,Poor,9.53,0.64,0.856,Extreme
Nathula Pass,Sikkim,High Pass,5,High,4,Day,Cab,18-25,Female,Pilgrimage,0,Clear,Poor,5.38,1.14,0.713,High
Darjeeling,West Bengal,Hill Town,2,Low,5,Night,Bus,26-35,Female,Trekking,0,Clear,Good,2.21,0.97,0.381,Medium
Aizawl,Mizoram,City,1,Low,4,Day,Bus,18-25,Female,Night Stay,0,Clear,Good,1.33,2.27,0.165,Low
Kohima,Nagaland,City,1,Low,5,Day,Bus,18-25,Female,Pilgrimage,0,Clear,Good,1.81,2.89,0.129,Low
Cherrapunji,Meghalaya,Plateau,3,Medium,4,Night,Cab,46+,Female,Sightseeing,0,Clear,Moderate,3.17,2.39,0.599,High
Kaziranga National Park,Assam,Wildlife,4,High,3,Day,Bike,18-25,Female,Pilgrimage,1,Clear,Poor,5.28,1.34,1,Extreme
Kamakhya Temple,Assam,Temple,1,Low,1,Night,Bike,46+,Female,Night Stay,0,Clear,Good,1.77,1.72,0.832,Extreme
Kohima,Nagaland,City,1,Low,5,Night,Bus,18-25,Male,Trekking,0,Clear,Good,1.03,2.07,0.363,Medium
Kamakhya Temple,Assam,Temple,1,Low,5,Day,Bus,26-35,Female,Sightseeing,0,Rain,Good,0.72,0.64,0.172,Low
Sela Pass,Arunachal Pradesh,High Pass,5,High,4,Day,Bus,36-45,Female,Pilgrimage,1,Rain,Poor,5.83,0.11,0.933,Extreme
Manas National Park,Assam,Wildlife,4,High,3,Day,Trekking,18-25,Female,Sightseeing,1,Rain,Poor,11.49,0.63,1,Extreme
Cherrapunji,Meghalaya,Plateau,3,Medium,5,Day,Bus,26-35,Male,Pilgrimage,0,Fog,Moderate,3.19,2.24,0.433,Medium
Imphal,Manipur,City,1,Low,1,Day,Trekking,18-25,Male,Sightseeing,0,Rain,Good,0.71,1.03,0.403,Medium
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,3,Day,Cab,46+,Male,Trekking,0,Clear,Good,2.18,1.92,0.27,Medium
Darjeeling,West Bengal,Hill Town,2,Low,3,Day,Trekking,18-25,Female,Sightseeing,0,Clear,Good,1.39,2.18,0.3,Medium
Majuli Island,Assam,Island,3,Medium,4,Day,Bus,26-35,Female,Pilgrimage,0,Clear,Moderate,4.26,1.04,0.369,Medium
Kaziranga National Park,Assam,Wildlife,4,High,5,Day,Bus,36-45,Male,Trekking,0,Clear,Poor,9.76,0.56,0.692,High
Nathula Pass,Sikkim,High Pass,5,High,5,Day,Bus,46+,Male,Trekking,0,Rain,Poor,11.24,0.38,0.815,Extreme
Majuli Island,Assam,Island,3,Medium,5,Day,Bus,18-25,Male,Pilgrimage,0,Clear,Moderate,5.58,1.44,0.348,Medium
Aizawl,Mizoram,City,1,Low,4,Day,Bus,26-35,Female,Trekking,0,Rain,Good,2.16,2.62,0.272,Medium
Cherrapunji,Meghalaya,Plateau,3,Medium,3,Night,Bus,26-35,Female,Trekking,0,Clear,Moderate,3.93,1.03,0.649,High
Majuli Island,Assam,Island,3,Medium,1,Day,Cab,36-45,Female,Trekking,0,Clear,Moderate,3.88,1.25,0.541,High
Kohima,Nagaland,City,1,Low,5,Night,Bus,18-25,Female,Night Stay,0,Clear,Good,1.97,2.75,0.357,Medium
Sela Pass,Arunachal Pradesh,High Pass,5,High,4,Night,Cab,46+,Female,Night Stay,0,Clear,Poor,5.97,0.33,0.949,Extreme
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,4,Day,Bus,26-35,Male,Trekking,0,Clear,Good,2.53,2.3,0.215,Low
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,3,Day,Bus,26-35,Female,Sightseeing,0,Clear,Good,1.78,2.73,0.183,Low
Cherrapunji,Meghalaya,Plateau,3,Medium,5,Night,Cab,46+,Male,Night Stay,0,Clear,Moderate,3.93,0.7,0.602,High
Cherrapunji,Meghalaya,Plateau,3,Medium,5,Night,Bus,36-45,Male,Night Stay,0,Clear,Moderate,2.53,0.24,0.601,High
Tripura Sundari Temple,Tripura,Temple,1,Low,4,Day,Bus,26-35,Male,Trekking,0,Clear,Good,1.76,0.79,0.152,Low
Kaziranga National Park,Assam,Wildlife,4,High,5,Night,Bus,46+,Female,Night Stay,0,Clear,Poor,8.37,1.18,0.906,Extreme
Kamakhya Temple,Assam,Temple,1,Low,4,Night,Cab,46+,Male,Night Stay,0,Clear,Good,2.69,1.52,0.407,Medium
Kaziranga National Park,Assam,Wildlife,4,High,5,Day,Bus,18-25,Male,Pilgrimage,0,Clear,Poor,6.08,1.01,0.645,High
Tripura Sundari Temple,Tripura,Temple,1,Low,5,Day,Cab,36-45,Female,Pilgrimage,0,Clear,Good,1.43,1.89,0.118,Low
Imphal,Manipur,City,1,Low,5,Day,Cab,46+,Male,Sightseeing,0,Clear,Good,1.04,1.5,0.122,Low
Manas National Park,Assam,Wildlife,4,High,5,Day,Bus,26-35,Female,Sightseeing,0,Clear,Poor,5.62,0.47,0.627,High
Aizawl,Mizoram,City,1,Low,5,Day,Cab,46+,Female,Sightseeing,0,Rain,Good,1,2.14,0.198,Low
Manas National Park,Assam,Wildlife,4,High,4,Day,Cab,26-35,Male,Sightseeing,1,Clear,Poor,6.93,0.66,0.867,Extreme
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,4,Day,Bus,18-25,Male,Sightseeing,0,Clear,Good,1.37,2.54,0.181,Low
Darjeeling,West Bengal,Hill Town,2,Low,3,Night,Bus,46+,Male,Night Stay,0,Clear,Good,1.35,0.79,0.415,Medium
Gangtok,Sikkim,City,1,Low,5,Day,Cab,46+,Female,Pilgrimage,0,Clear,Good,1.65,1.97,0.113,Low
Majuli Island,Assam,Island,3,Medium,5,Day,Bus,46+,Male,Trekking,0,Clear,Moderate,4.8,0.81,0.398,Medium
Kohima,Nagaland,City,1,Low,3,Day,Trekking,18-25,Male,Pilgrimage,0,Clear,Good,2.37,2.83,0.3,Medium
Sela Pass,Arunachal Pradesh,High Pass,5,High,3,Night,Trekking,26-35,Female,Trekking,1,Clear,Poor,5.75,1.39,1,Extreme
Kaziranga National Park,Assam,Wildlife,4,High,5,Night,Cab,18-25,Female,Night Stay,0,Fog,Poor,11.08,0.79,1,Extreme
Gangtok,Sikkim,City,1,Low,2,Night,Cab,46+,Male,Trekking,0,Clear,Good,1.76,1.48,0.411,Medium
Kamakhya Temple,Assam,Temple,1,Low,1,Day,Bike,46+,Female,Sightseeing,0,Clear,Good,2.03,1.15,0.311,Medium
Sandakphu,West Bengal,Trek Peak,4,High,4,Day,Cab,36-45,Female,Trekking,0,Clear,Poor,10.98,0.49,0.725,High
Sela Pass,Arunachal Pradesh,High Pass,5,High,4,Night,Bus,18-25,Female,Trekking,0,Clear,Poor,10.17,0.76,0.945,Extreme
Shillong,Meghalaya,Hill City,2,Low,3,Night,Cab,36-45,Female,Night Stay,0,Rain,Good,2.23,0.65,0.527,High
Kamakhya Temple,Assam,Temple,1,Low,4,Night,Cab,46+,Female,Night Stay,0,Rain,Good,0.55,0.8,0.479,Medium
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,3,Night,Bike,26-35,Female,Night Stay,0,Clear,Good,1.45,1.22,0.535,High
Cherrapunji,Meghalaya,Plateau,3,Medium,5,Day,Bus,36-45,Female,Pilgrimage,0,Clear,Moderate,3.27,0.87,0.351,Medium
Gangtok,Sikkim,City,1,Low,4,Day,Bus,46+,Female,Pilgrimage,0,Rain,Good,2.16,2.85,0.203,Low
Cherrapunji,Meghalaya,Plateau,3,Medium,2,Night,Cab,46+,Male,Sightseeing,1,Clear,Moderate,3.59,1.96,0.818,Extreme
Shillong,Meghalaya,Hill City,2,Low,3,Night,Trekking,18-25,Female,Night Stay,0,Clear,Good,1.82,0.93,0.543,High
Kohima,Nagaland,City,1,Low,4,Day,Cab,46+,Female,Night Stay,0,Rain,Good,1.98,1.64,0.291,Medium
Tripura Sundari Temple,Tripura,Temple,1,Low,4,Day,Bus,36-45,Female,Pilgrimage,0,Clear,Good,1.15,1.26,0.131,Low
Shillong,Meghalaya,Hill City,2,Low,4,Day,Bus,36-45,Female,Pilgrimage,0,Rain,Good,1.25,2.41,0.244,Low
Kaziranga National Park,Assam,Wildlife,4,High,5,Day,Bus,36-45,Male,Pilgrimage,0,Clear,Poor,9.52,1.26,0.633,High
Sela Pass,Arunachal Pradesh,High Pass,5,High,4,Night,Bus,36-45,Female,Night Stay,1,Clear,Poor,9.46,0.96,1,Extreme
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,2,Day,Bus,36-45,Male,Trekking,0,Clear,Good,1.21,0.81,0.204,Low
Majuli Island,Assam,Island,3,Medium,3,Day,Bike,26-35,Male,Pilgrimage,0,Clear,Moderate,3.85,2.02,0.543,High
Shillong,Meghalaya,Hill City,2,Low,2,Day,Cab,18-25,Female,Pilgrimage,0,Clear,Good,2.54,2.57,0.229,Low
Sela Pass,Arunachal Pradesh,High Pass,5,High,5,Day,Bus,46+,Female,Trekking,0,Clear,Poor,8.65,1.47,0.735,High
Nathula Pass,Sikkim,High Pass,5,High,5,Day,Bus,36-45,Male,Sightseeing,0,Clear,Poor,7.09,0.6,0.668,High
Kamakhya Temple,Assam,Temple,1,Low,1,Night,Bike,26-35,Female,Night Stay,0,Clear,Good,1.11,2.92,0.842,Extreme
Shillong,Meghalaya,Hill City,2,Low,3,Day,Trekking,36-45,Male,Trekking,0,Clear,Good,2.99,2.06,0.371,Medium
Kamakhya Temple,Assam,Temple,1,Low,3,Day,Trekking,26-35,Female,Trekking,0,Clear,Good,1.6,0.98,0.312,Medium
Shillong,Meghalaya,Hill City,2,Low,5,Day,Bus,36-45,Male,Pilgrimage,0,Clear,Good,1.92,1.86,0.137,Low
Cherrapunji,Meghalaya,Plateau,3,Medium,3,Day,Trekking,18-25,Male,Pilgrimage,1,Clear,Moderate,4.55,1.07,0.704,High
Imphal,Manipur,City,1,Low,5,Day,Bus,26-35,Female,Sightseeing,0,Clear,Good,1.74,1.88,0.1,Low
Kohima,Nagaland,City,1,Low,1,Night,Trekking,18-25,Male,Sightseeing,1,Clear,Good,0.77,0.98,0.969,Extreme
Aizawl,Mizoram,City,1,Low,4,Day,Bus,46+,Female,Sightseeing,0,Rain,Good,1.02,1.73,0.186,Low
Manas National Park,Assam,Wildlife,4,High,5,Day,Cab,36-45,Female,Night Stay,0,Clear,Poor,10.14,1.27,0.712,High
Kamakhya Temple,Assam,Temple,1,Low,3,Day,Bus,18-25,Male,Pilgrimage,0,Clear,Good,0.95,2.37,0.143,Low
Imphal,Manipur,City,1,Low,3,Day,Cab,46+,Female,Sightseeing,0,Clear,Good,0.9,3,0.179,Low
Kohima,Nagaland,City,1,Low,5,Day,Cab,36-45,Female,Pilgrimage,0,Rain,Good,1.91,1.03,0.217,Low
Gangtok,Sikkim,City,1,Low,5,Day,Bus,36-45,Female,Pilgrimage,0,Rain,Good,0.54,0.84,0.151,Low
Sela Pass,Arunachal Pradesh,High Pass,5,High,5,Night,Cab,26-35,Female,Sightseeing,0,Clear,Poor,8.58,0.9,0.876,Extreme
Darjeeling,West Bengal,Hill Town,2,Low,3,Night,Bus,36-45,Male,Trekking,0,Clear,Good,2.53,0.73,0.447,Medium
Majuli Island,Assam,Island,3,Medium,4,Night,Cab,36-45,Female,Trekking,0,Clear,Moderate,2.38,1.68,0.651,High
Aizawl,Mizoram,City,1,Low,4,Night,Bus,18-25,Male,Night Stay,0,Clear,Good,2.67,1.07,0.378,Medium
Kaziranga National Park,Assam,Wildlife,4,High,4,Night,Bus,46+,Male,Night Stay,1,Clear,Poor,9.88,0.31,1,Extreme
Darjeeling,West Bengal,Hill Town,2,Low,3,Day,Cab,18-25,Male,Pilgrimage,0,Clear,Good,1.93,0.62,0.179,Low
Tripura Sundari Temple,Tripura,Temple,1,Low,4,Day,Cab,26-35,Male,Pilgrimage,0,Clear,Good,2.04,2.34,0.136,Low
Tripura Sundari Temple,Tripura,Temple,1,Low,5,Day,Bus,36-45,Male,Sightseeing,0,Clear,Good,1.98,0.56,0.115,Low
Darjeeling,West Bengal,Hill Town,2,Low,5,Day,Cab,26-35,Female,Sightseeing,0,Rain,Good,2.32,0.71,0.218,Low
Shillong,Meghalaya,Hill City,2,Low,5,Day,Bus,36-45,Male,Night Stay,1,Clear,Good,1.02,1.85,0.385,Medium
Gangtok,Sikkim,City,1,Low,4,Night,Bus,46+,Male,Sightseeing,0,Clear,Good,0.65,1,0.304,Medium
Darjeeling,West Bengal,Hill Town,2,Low,5,Day,Cab,18-25,Male,Pilgrimage,0,Rain,Good,0.77,1.23,0.222,Low
Aizawl,Mizoram,City,1,Low,5,Day,Bus,18-25,Female,Pilgrimage,0,Clear,Good,1.64,2.82,0.106,Low
Nathula Pass,Sikkim,High Pass,5,High,5,Day,Cab,36-45,Female,Pilgrimage,1,Fog,Poor,7.12,1.49,0.942,Extreme
